model_id	identity_status	repo_ids	revisions	surfaces	providers	environments	backends	libraries	classes	runtime_statuses	algorithm_ids	implementation_ids
sf-automfles	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoMFLES""]"	"[""NOT_RUN""]"	"[""automfles""]"	"[""sf-automfles""]"
sf-autoregressive	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoRegressive""]"	"[""NOT_RUN""]"	"[""autoregressive""]"	"[""sf-autoregressive""]"
sf-autotbats	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoTBATS""]"	"[""NOT_RUN""]"	"[""autotbats""]"	"[""sf-autotbats""]"
sf-autotheta	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoTheta""]"	"[""NOT_RUN""]"	"[""autotheta""]"	"[""sf-autotheta""]"
sf-conformalseasonalpool	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""ConformalSeasonalPool""]"	"[""NOT_RUN""]"	"[""conformalseasonalpool""]"	"[""sf-conformalseasonalpool""]"
sf-constantmodel	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""ConstantModel""]"	"[""NOT_RUN""]"	"[""constantmodel""]"	"[""sf-constantmodel""]"
sf-crostonclassic	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""CrostonClassic""]"	"[""NOT_RUN""]"	"[""crostonclassic""]"	"[""sf-crostonclassic""]"
sf-crostonoptimized	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""CrostonOptimized""]"	"[""NOT_RUN""]"	"[""crostonoptimized""]"	"[""sf-crostonoptimized""]"
sf-crostonsba	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""CrostonSBA""]"	"[""NOT_RUN""]"	"[""crostonsba""]"	"[""sf-crostonsba""]"
sf-dynamicoptimizedtheta	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""DynamicOptimizedTheta""]"	"[""NOT_RUN""]"	"[""dynamicoptimizedtheta""]"	"[""sf-dynamicoptimizedtheta""]"
sf-dynamictheta	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""DynamicTheta""]"	"[""NOT_RUN""]"	"[""dynamictheta""]"	"[""sf-dynamictheta""]"
sf-garch	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""GARCH""]"	"[""NOT_RUN""]"	"[""garch""]"	"[""sf-garch""]"
sf-historicaverage	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""HistoricAverage""]"	"[""NOT_RUN""]"	"[""historicaverage""]"	"[""sf-historicaverage""]"
sf-holt	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""Holt""]"	"[""NOT_RUN""]"	"[""holt""]"	"[""sf-holt""]"
sf-holtwinters	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""HoltWinters""]"	"[""NOT_RUN""]"	"[""holtwinters""]"	"[""sf-holtwinters""]"
sf-imapa	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""IMAPA""]"	"[""NOT_RUN""]"	"[""imapa""]"	"[""sf-imapa""]"
sf-mfles	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""MFLES""]"	"[""NOT_RUN""]"	"[""mfles""]"	"[""sf-mfles""]"
sf-mstl	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""MSTL""]"	"[""NOT_RUN""]"	"[""mstl""]"	"[""sf-mstl""]"
sf-naive	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""Naive""]"	"[""NOT_RUN""]"	"[""naive""]"	"[""sf-naive""]"
sf-nanmodel	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""NaNModel""]"	"[""NOT_RUN""]"	"[""nanmodel""]"	"[""sf-nanmodel""]"
sf-optimizedtheta	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""OptimizedTheta""]"	"[""NOT_RUN""]"	"[""optimizedtheta""]"	"[""sf-optimizedtheta""]"
sf-randomwalkwithdrift	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""RandomWalkWithDrift""]"	"[""NOT_RUN""]"	"[""randomwalkwithdrift""]"	"[""sf-randomwalkwithdrift""]"
sf-seasonalexponentialsmoothing	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SeasonalExponentialSmoothing""]"	"[""NOT_RUN""]"	"[""seasonalexponentialsmoothing""]"	"[""sf-seasonalexponentialsmoothing""]"
sf-seasonalexponentialsmoothingoptimized	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SeasonalExponentialSmoothingOptimized""]"	"[""NOT_RUN""]"	"[""seasonalexponentialsmoothingoptimized""]"	"[""sf-seasonalexponentialsmoothingoptimized""]"
sf-seasonalnaive	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SeasonalNaive""]"	"[""NOT_RUN""]"	"[""seasonalnaive""]"	"[""sf-seasonalnaive""]"
sf-seasonalwindowaverage	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SeasonalWindowAverage""]"	"[""NOT_RUN""]"	"[""seasonalwindowaverage""]"	"[""sf-seasonalwindowaverage""]"
sf-simpleexponentialsmoothing	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SimpleExponentialSmoothing""]"	"[""NOT_RUN""]"	"[""simpleexponentialsmoothing""]"	"[""sf-simpleexponentialsmoothing""]"
sf-simpleexponentialsmoothingoptimized	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SimpleExponentialSmoothingOptimized""]"	"[""NOT_RUN""]"	"[""simpleexponentialsmoothingoptimized""]"	"[""sf-simpleexponentialsmoothingoptimized""]"
sf-sklearnmodel	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""SklearnModel""]"	"[""NOT_RUN""]"	"[""sklearnmodel""]"	"[""sf-sklearnmodel""]"
sf-tbats	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""TBATS""]"	"[""NOT_RUN""]"	"[""tbats""]"	"[""sf-tbats""]"
sf-theta	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""Theta""]"	"[""NOT_RUN""]"	"[""theta""]"	"[""sf-theta""]"
sf-tsb	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""TSB""]"	"[""NOT_RUN""]"	"[""tsb""]"	"[""sf-tsb""]"
sf-ucm	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""UCM""]"	"[""NOT_RUN""]"	"[""ucm""]"	"[""sf-ucm""]"
sf-windowaverage	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""WindowAverage""]"	"[""NOT_RUN""]"	"[""windowaverage""]"	"[""sf-windowaverage""]"
sf-zeromodel	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""statsforecast""]"	"[""ZeroModel""]"	"[""NOT_RUN""]"	"[""zeromodel""]"	"[""sf-zeromodel""]"
skforecast-direct-multivariate-ridge	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterDirectMultiVariate""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""direct-multivariate-ridge""]"	"[""skforecast-direct-multivariate-ridge""]"
skforecast-direct-ridge	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterDirect""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""direct-ridge""]"	"[""skforecast-direct-ridge""]"
skforecast-equivalent-date	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterEquivalentDate""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""equivalent-date""]"	"[""skforecast-equivalent-date""]"
skforecast-foundation-chronos2-amazon	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""NOT_RUN""]"	"[""chronos-2""]"	"[""skforecast-foundation-chronos2-amazon""]"
skforecast-foundation-chronos2-small	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""chronos-2""]"	"[""skforecast-foundation-chronos2-small""]"
skforecast-foundation-chronos2-synth	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""NOT_RUN""]"	"[""chronos-2""]"	"[""skforecast-foundation-chronos2-synth""]"
skforecast-foundation-moirai2	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""BLOCKED_DEPENDENCY_CONFLICT""]"	"[""moirai-2""]"	"[""skforecast-foundation-moirai2""]"
skforecast-foundation-t0	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""NOT_RUN""]"	"[""tfc-t0""]"	"[""skforecast-foundation-t0""]"
skforecast-foundation-tabicl-v2	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""tabicl-v2""]"	"[""skforecast-foundation-tabicl-v2""]"
skforecast-foundation-tabpfn-ts3	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""BLOCKED_INVALID_OR_EXPIRED_TOKEN""]"	"[""tabpfn-ts3""]"	"[""skforecast-foundation-tabpfn-ts3""]"
skforecast-foundation-timesfm25	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterFoundation""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""timesfm-2.5""]"	"[""skforecast-foundation-timesfm25""]"
skforecast-recursive	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursive""]"	[]	[]	[]
skforecast-recursive-catboost	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursive""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""recursive-catboost""]"	"[""skforecast-recursive-catboost""]"
skforecast-recursive-classifier-logistic	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursiveClassifier""]"	"[""NOT_RUN""]"	"[""recursive-classifier-logistic""]"	"[""skforecast-recursive-classifier-logistic""]"
skforecast-recursive-histgb	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursive""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""recursive-hist-gradient-boosting""]"	"[""skforecast-recursive-histgb""]"
skforecast-recursive-lightgbm	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursive""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""recursive-lightgbm""]"	"[""skforecast-recursive-lightgbm""]"
skforecast-recursive-multiseries-ridge	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursiveMultiSeries""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""recursive-multiseries-ridge""]"	"[""skforecast-recursive-multiseries-ridge""]"
skforecast-recursive-ridge	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursive""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""recursive-ridge""]"	"[""skforecast-recursive-ridge""]"
skforecast-recursive-xgboost	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRecursive""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""recursive-xgboost""]"	"[""skforecast-recursive-xgboost""]"
skforecast-rnn-gru	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRnn""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""gru""]"	"[""skforecast-rnn-gru""]"
skforecast-rnn-lstm	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterRnn""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""lstm""]"	"[""skforecast-rnn-lstm""]"
skforecast-stats-aeon-arima	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""NOT_RUN""]"	"[""arima""]"	"[""skforecast-stats-aeon-arima""]"
skforecast-stats-aeon-ets	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""NOT_RUN""]"	"[""ets""]"	"[""skforecast-stats-aeon-ets""]"
skforecast-stats-arar	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""OPERATOR_LOCAL_PASS""]"	"[""arar""]"	"[""skforecast-stats-arar""]"
skforecast-stats-arima	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""NOT_RUN""]"	"[""arima""]"	"[""skforecast-stats-arima""]"
skforecast-stats-ets	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""NOT_RUN""]"	"[""ets""]"	"[""skforecast-stats-ets""]"
skforecast-stats-sarimax	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""NOT_RUN""]"	"[""sarimax""]"	"[""skforecast-stats-sarimax""]"
skforecast-stats-sktime-arima	RESOLVED_CANDIDATE	[]	[]	"[""expanded_v2""]"	[]	[]	[]	"[""skforecast""]"	"[""ForecasterStats""]"	"[""NOT_RUN""]"	"[""arima""]"	"[""skforecast-stats-sktime-arima""]"
sktime-ensemble	RESOLVED_CANDIDATE	[]	[]	"[""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""sktime""]"	"[""EnsembleForecaster""]"	"[""NOT_RUN""]"	"[""ensembleforecaster""]"	"[""sktime-ensemble""]"
stats-autoarima	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoARIMA""]"	[]	[]	[]
stats-autoces	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoCES""]"	[]	[]	[]
stats-autoets	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoETS""]"	[]	[]	[]
stats-autotheta	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""AutoTheta""]"	[]	[]	[]
stats-croston	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""CrostonClassic""]"	[]	[]	[]
stats-historic-average	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""HistoricAverage""]"	[]	[]	[]
stats-naive	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""Naive""]"	[]	[]	[]
stats-tsb	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""statsforecast""]"	"[""TSB""]"	[]	[]	[]
sundial	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""transformers""]"	"[""SundialForPrediction""]"	[]	[]	[]
sundial-base	RESOLVED_CANDIDATE	"[""thuml/sundial-base-128m""]"	"[""3212e42564493f520593e5414af4367fc4b49226""]"	"[""broad_v1"", ""expanded_v2"", ""verified_revision""]"	[]	[]	[]	"[""tsfm""]"	"[""SundialForPrediction""]"	"[""NOT_RUN""]"	"[""sundialforprediction""]"	"[""sundial-base""]"
t0-alpha	RESOLVED_CANDIDATE	"[""theforecastingcompany/t0-alpha""]"	"[""f8727c2357e0d81f1d9f56fe3aaac43068b5fc72""]"	"[""broad_v1"", ""expanded_v2"", ""verified_revision""]"	[]	[]	[]	"[""tsfm""]"	"[""T0Pipeline""]"	"[""NOT_RUN""]"	"[""t0pipeline""]"	"[""t0-alpha""]"
tabpfn-ts	AMBIGUOUS	"[""Prior-Labs/TabPFN-v2-clf"", ""Prior-Labs/TabPFN-v2-reg""]"	"[""4972a65a1b30806315c6f92499959ffbfc69a673""]"	"[""base_catalog"", ""broad_v1"", ""expanded_v2"", ""verified_revision""]"	[]	[]	[]	"[""tabpfn_time_series"", ""tsfm""]"	"[""TabPFNTimeSeries""]"	"[""NOT_RUN""]"	"[""tabpfntimeseries""]"	"[""tabpfn-ts""]"
timer-base-84m	RESOLVED_CANDIDATE	"[""thuml/timer-base-84m""]"	"[""70077a71acce1b4c00d98332fcaabc694255d8e5""]"	"[""manifest_constants""]"	[]	[]	[]	[]	[]	[]	[]	[]
timesfm-2.5	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""timesfm""]"	"[""TimesFM""]"	[]	[]	[]
timesfm-2.5-200m	AMBIGUOUS	"[""google/timesfm-2.5-200m-pytorch"", ""google/timesfm-2.5-200m-transformers""]"	"[""1d952420fba87f3c6dee4f240de0f1a0fbc790e3"", ""5a9806b9b291fad9233b5249d88263f1846304d3""]"	"[""timesfm_backend""]"	[]	"[""environments/timesfm25-pytorch"", ""environments/timesfm25-pytorch-source"", ""environments/timesfm25-transformers"", ""environments/timesfm25-xreg""]"	"[""pytorch_native"", ""pytorch_source"", ""transformers"", ""xreg""]"	[]	[]	"[""DEFERRED"", ""IMPLEMENTED_NOT_GPU_CERTIFIED"", ""SCHEMA_ONLY"", ""SCHEMA_ONLY_GITHUB_EVIDENCE_BLOCKED""]"	[]	[]
timesfm-2.5-transformers	RESOLVED_CANDIDATE	"[""google/timesfm-2.5-200m-transformers""]"	"[""5a9806b9b291fad9233b5249d88263f1846304d3""]"	"[""broad_v1"", ""execution_surface"", ""expanded_v2"", ""verified_revision""]"	"[""scripts/run_timesfm_2_5_transformers_provider.py""]"	[]	[]	"[""tsfm""]"	"[""TimesFmModelForPrediction""]"	"[""NOT_RUN""]"	"[""timesfmmodelforprediction""]"	"[""timesfm-2.5-transformers""]"
tirex	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog""]"	[]	[]	[]	"[""tirex""]"	"[""TiRex""]"	[]	[]	[]
tirex-2	RESOLVED_CANDIDATE	"[""NX-AI/TiRex-2""]"	"[""05e5b26db52bfb256f1ae1bdf785589850482de3""]"	"[""broad_v1"", ""expanded_v2"", ""verified_revision""]"	[]	[]	[]	"[""tsfm""]"	"[""TiRex""]"	"[""NOT_RUN""]"	"[""tirex""]"	"[""tirex-2""]"
toto-2.0-22m	RESOLVED_CANDIDATE	"[""Datadog/Toto-2.0-22m""]"	"[""3affccf372ff82f5d200ac76fad3dbcdeb64299a""]"	"[""toto2_variant""]"	[]	[]	[]	[]	"[""Toto2Model""]"	"[""NOT_CERTIFIED""]"	[]	[]
toto-2.0-4m	RESOLVED_CANDIDATE	"[""Datadog/Toto-2.0-4m""]"	"[""8306a9801cf98c0f5ffe4b2dcc8f496e616d84d9""]"	"[""broad_v1"", ""execution_surface"", ""expanded_v2"", ""toto2_variant"", ""verified_revision""]"	"[""scripts/run_toto_2_0_4m_provider.py""]"	[]	[]	"[""tsfm""]"	"[""Toto2Model"", ""TotoForecaster""]"	"[""NOT_CERTIFIED"", ""NOT_RUN""]"	"[""totoforecaster""]"	"[""toto-2.0-4m""]"
toto-open-base	RESOLVED_CANDIDATE	"[""Datadog/Toto-Open-Base-1.0""]"	"[""0411ceb27bdf7fc3e4892e99edc8ad08192dc3c5""]"	"[""broad_v1"", ""execution_surface"", ""expanded_v2"", ""verified_revision""]"	"[""scripts/run_toto_open_base_provider.py""]"	[]	[]	"[""tsfm""]"	"[""TotoForecaster""]"	"[""NOT_RUN""]"	"[""totoforecaster""]"	"[""toto-open-base""]"
uniform	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""builtin""]"	"[""UniformCandidateAdapter""]"	"[""NOT_RUN""]"	"[""uniformcandidateadapter""]"	"[""uniform""]"
xgboost-classifier	RESOLVED_CANDIDATE	[]	[]	"[""base_catalog"", ""broad_v1"", ""expanded_v2""]"	[]	[]	[]	"[""xgboost""]"	"[""XGBClassifier""]"	"[""NOT_RUN""]"	"[""xgbclassifier""]"	"[""xgboost-classifier""]"
